nc,lv,yr,pid,mid,sn,pn,gnd,hse,tg,sc,sl,ss,sr,g,gd,log,stdResA,stdResB,isIEP,isEAL,isGT,isTotal,isKPI,isVA
11,MS,2011,18397,893973642,Rem,Farrent,F,St,x,G,Chemistry,C,8462H,5/C/2,6,x,0.13197809,-0.282212934,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,10521,864057181,Waldo,Sackes,M,x,x,A,Chemistry,C,x,x,B,x,0.1325173,-0.1849259,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,42095,855146841,Trudey,Jiggens,M,Cl,x,G,Chemistry,C,8462H,5/C/3,8,x,0.137456368,-0.124699906,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,46059,836125405,Saidee,Hagyard,F,RH,x,A,Chemistry,C,x,C.D,A,x,0.1388399,0.07399751,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2012,45254,342844923,Perl,Fearenside,F,RHD,x,A,Chemistry,C,H432A,7/C/D,B,,0.1421864,0.7750589,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,12446,343640521,Jasmine,Tellesson,F,St,x,G,Chemistry,C,8462H,5/C/2,7,x,0.147916403,-0.087917006,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,20680,712033937,Giuseppe,Cestard,F,x,x,G,Chemistry,C,x,Sc.1,8,x,0.155410465,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,27807,925096423,Brandise,Beane,M,SHB,x,A,Chemistry,C,H432A,7/C/A,C,x,0.1599483,-0.6573474,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,34595,893150538,Gayla,Chaston,F,Hm,x,G,Chemistry,C,8462H,5/C/2,9,x,0.166926247,0.240915586,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,35566,271290631,Jeffrey,Lindegard,F,x,x,G,Chemistry,C,x,Sc.2,8,x,0.171525364,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,27068,250379344,Julio,Hache,F,RHD,x,A,Chemistry,C,H432A,7/C/C,A,x,0.1740717,1.23491,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,34143,609266877,Moishe,Lorans,F,RH,x,A,Chemistry,C,x,C.C,B,x,0.1788021,0.114932,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,29210,599425515,Marlie,Cuttelar,F,RH,x,A,Chemistry,C,x,C.A,A,x,0.1789129,0.2406635,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,42294,860985780,Pru,Grangier,F,x,x,I,Chemistry (HL),Ch,x,x,6,x,0.18385,0.9873567,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,39242,899999509,Ernst,Sapson,F,RH,x,A,Chemistry,C,H432A,C.D,A,x,0.1869735,0.1013441,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,34682,438927822,Remington,Gawkes,F,RH,x,A,Chemistry,C,H432,C.A,A,x,0.1878071,-0.2442079,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,44050,144488670,Ichabod,Maddinon,M,W,x,G,Chemistry,C,8462H,5/C/2,7,,0.18991494666666617,-0.150445142,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,21651,795948720,Ilario,Daens,F,R,x,G,Chemistry,C,8462H,5/C/2,7,x,0.190116669,-0.031429552,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,29226,365502063,Tris,Caillou,M,SHB,x,A,Chemistry,C,H432A,C/D,B,x,0.1956795,-0.5592294,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,47476,265112183,Maren,Okenfold,M,SHD,x,A,Chemistry,C,H432A,7/C/A,B,,0.1981595,-0.6317375,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,47456,785004641,Costanza,Valerius,M,SHD,x,A,Chemistry,C,H432A,7/C/D,B,,0.1981595,-0.180878,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,32646,211555403,Alexander,Stearndale,M,SH,x,A,Chemistry,C,H432A,x,B,x,0.1986605,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,27879,740367027,Artus,Baskwell,M,W,x,G,Chemistry,C,8462H,5/C/4,9,,0.19940328666666693,0.3309919921446876,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2007,16346,467518330,Tull,Rillett,M,SH,x,I,Chemistry (HL),Ch,x,C.Ah2,6,x,0.2062014,0.5059361,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,49621,326429386,Alisha,Farrar,M,Bw,x,G,Chemistry,C,8462H,5/C/4,8,,0.2109011333333335,0.027325453,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,32254,257401509,Anissa,Sieb,F,R,x,G,Chemistry,C,8462H,5/C/2,6,x,0.218121758,0.106179202,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2006,39849,627394547,Ursola,Barajas,M,SH,x,A,Chemistry,C,H432A,C.D,B,x,0.2185558,-0.109033,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,13138,799978699,Juieta,Millichip,M,SH,x,A,Chemistry,C,x,C.D,A,x,0.2257714,1.206175,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,23427,961387596,Alverta,Sallarie,F,B,x,G,Chemistry,C,8462H,5/C/1,9,,0.22856548666666754,0.3445024464324464,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2009,32509,994296983,Ingelbert,Organ,M,SHB,x,I,Chemistry (HL),Ch,x,7/Ch/A,6,x,0.2374834,0.6045932,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,13035,508817711,Milzie,Cohan,M,Cl,x,G,Chemistry,C,x,Sc.1,8,x,0.246022419,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,44674,913027026,Ulises,Marshalleck,F,Hm,x,G,Chemistry,C,x,Sc.2,9,x,0.24889812,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,49162,489318296,Marcel,Bountiff,F,Hm,x,G,Chemistry,C,x,Sc.1,8,x,0.25702398,NULL,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,22337,496359260,Salvidor,Heliet,F,R,x,G,Chemistry,C,8462H,C_TA/1,5,x,0.261672338,-0.258873727,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,19624,685519556,Homerus,Ruffli,F,B,x,G,Chemistry,C,8462H,5/C/1,8,x,0.262386359,0.079827422,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,42008,198956835,Stuart,Bennough,F,St,x,G,Chemistry,C,8462H,5/C/3,6,,0.2678075,-0.165621274,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,30471,724507883,Constantino,Shiliton,F,RH,x,I,Chemistry (HL),Ch,8034,x,6,x,0.2693623,0.4259786,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,15675,745953141,Wilmette,Foulstone,F,B,x,G,Chemistry,C,8462H,5/C/2,5,x,0.270640607,-0.29200427,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,44674,402826109,Leta,Harmant,F,Hm,x,G,Chemistry,C,8462H,5/C/3,6,x,0.271528833,0.2459804,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,10797,361771702,Wyndham,Wilflinger,M,C,x,G,Chemistry,C,8462H,5/C/4,5,,0.27785073333333327,-0.219520078,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,33322,444186054,Jasper,Lerego,F,G,x,G,Chemistry,C,8462H,5/C/1,9,,0.28962427999999935,0.3740510243320521,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,26404,318731961,Janessa,Brigman,F,R,x,G,Chemistry,C,8462H,5/C/2,8,x,0.299390464,0.120409327,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,42852,970000289,Casey,Tavener,F,Hm,x,G,Chemistry,C,x,Sc.2,9,x,0.305428663,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,33204,314905656,Ilse,Capper,M,C,x,G,Chemistry,C,8462H,5/C/1,7,x,0.308133139,0.143652568,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,24380,753963218,Shanna,Jillis,M,C,x,G,Chemistry,C,8462H,5/C/1,6,x,0.308243116,0.247273877,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,25134,224076669,Mattie,Cominotti,M,C,x,G,Chemistry,C,8462H,5/C/1,8,x,0.319993728,0.143282768,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,21543,387393854,Jonie,Bugdall,M,Bw,x,G,Chemistry,C,8462H,5/C/1,7,x,0.321697794,0.237314238,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,47476,265112183,Maren,Okenfold,M,Bw,x,G,Chemistry,C,8462H,C_TA/2,8,x,0.32178516,0.058306009,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,34727,240250197,Gage,Kopisch,F,R,x,G,Chemistry,C,8462H,5/C/3,7,,0.32358551999999935,-0.028872551,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,26770,673108036,Adelaida,Craft,M,W,x,G,Chemistry,C,8462H,5/C/1,6,x,0.328142525,0.272672788,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,46273,274677157,Alicia,Glancy,M,SHD,x,A,Chemistry,C,H432A,7/C/A,B,x,0.3287495,0.5948142,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,33418,676285930,Marv,Ridulfo,F,Hm,x,G,Chemistry,C,8462H,5/C/2,8,x,0.334438267,0.159438808,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,19624,685519556,Homerus,Ruffli,F,RHB,x,A,Chemistry,C,H432A,C/A,A,x,0.337865,NULL,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,33616,796372299,Cyndi,Pococke,M,C,x,G,Chemistry,C,x,Sc.2,9,x,0.340212877,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,35531,436801230,Aila,Memmory,M,C,x,G,Chemistry,C,8462H,5/C/1,6,x,0.34864344,-0.129538407,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,27565,368327060,Nicholas,Keeltagh,F,RH,x,A,Chemistry,C,H432A,C.A,B,x,0.3494842,-0.205631,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,43762,533825363,Fancie,Houdmont,F,R,x,G,Chemistry,C,8462H,C_TA/2,6,x,0.351038322,-0.104852076,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,30652,578075918,Eveline,Poleykett,M,Bw,x,G,Chemistry,C,8462H,5/C/3,9,x,0.358223042,0.36009702,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2004,12535,661928515,Neila,Parr,M,x,x,A,Chemistry,C,x,x,A,x,0.3584778,-0.1344887,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,24681,366987623,Jimmy,Davenell,M,x,x,A,Chemistry,C,x,x,A,x,0.3584778,0.4500038,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,29479,163704270,Cinda,Thundercliffe,M,Bw,x,G,Chemistry,C,8462H,5/C/4,6,,0.3596159799999998,-0.076736195,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,43583,121618050,Britteny,Braidford,F,Hm,x,G,Chemistry,C,8462H,5/C/2,7,x,0.36804214,-0.01604311,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,11870,158806675,Elvera,Heazel,M,Cl,x,G,Chemistry,C,8462H,5/C/2,9,x,0.383600693,0.350665963,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,35439,853904530,Edithe,Baldacchino,M,SHB,x,A,Chemistry,C,H432A,7/C/A,A,,0.3891363,0.867802,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,14115,992620271,Trever,Hathorn,M,Cl,x,G,Chemistry,C,8462H,5/C/2,8,x,0.402466769,0.181344512,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,24019,441040181,Townsend,Hanscom,F,B,x,G,Chemistry,C,8462H,5/C/1,8,x,0.408751825,0.300798602,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,14992,275357982,Pembroke,Mulqueen,M,SH,x,A,Chemistry,C,x,C.C,A,x,0.413206,0.8239931,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,14437,866983355,Fabiano,Adshed,M,Bw,x,G,Chemistry,C,8462H,5/C/1,9,x,0.424157628,0.366380511,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2010,19035,634975579,Tracie,Denge,F,G,x,G,Chemistry,C,8462H,C_TA/2,6,x,0.447649238,-0.140101771,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,20261,809122980,Alane,Giacomucci,F,RH,x,A,Chemistry,C,x,C.C,A,x,0.4600652,0.09985953,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,26136,368354355,Timothee,Bains,F,RHD,x,A,Chemistry,C,H432A,7/C/A,A,x,0.4600652,1.23491,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,41082,496512103,Bebe,Froschauer,F,RHD,x,A,Chemistry,C,H432A,C/A,A*,x,0.4605828,0.8071692,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,24144,621647277,Alard,Earnshaw,F,Hm,x,G,Chemistry,C,8462H,5/C/3,8,x,0.464696471,0.214804319,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,44675,594131030,Gayelord,Moneypenny,M,Bw,x,G,Chemistry,C,8462H,5/C/1,9,x,0.470779587,0.402282838,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,12212,493305957,Wolfy,Tonner,F,B,x,G,Chemistry,C,x,Sc.1,9,x,0.473862469,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,28525,915905009,Viviyan,Donisi,M,SHD,x,A,Chemistry,C,H432A,7/C/D,B,,0.4780252,-0.6203236,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,40064,803877930,Dawn,Sains,M,Cl,x,G,Chemistry,C,8462H,5/C/1,8,x,0.480898227,0.251061943,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,21427,473547106,Amerigo,Poltun,M,Bw,x,G,Chemistry,C,8462H,5/C/3,9,,0.4930113933333331,0.48473048594784435,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2009,33616,796372299,Cyndi,Pococke,M,SHD,x,A,Chemistry,C,H432A,7/C/C,A*,x,0.4976626,0.5129459,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,23755,167264750,Portia,Wasbrough,M,SH,x,A,Chemistry,C,x,C.A,A,x,0.4984041,0.4533058,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2004,42269,921800572,Debor,Plaistowe,M,x,x,I,Chemistry (HL),Ch,x,x,6,x,0.4991779,0.5807508,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,24678,214988243,Keeley,Miche,F,RHD,x,I,Chemistry (HL),Ch,x,D,7,x,0.504714,0.6795847,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,10092,477498302,Vallie,Swate,M,H,x,G,Chemistry,C,8462H,5/C/1,9,x,0.50672532,0.424731881,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,25208,351386942,Frederik,Toopin,M,Bw,x,G,Chemistry,C,8462H,5/C/3,7,x,0.525532007,0.127850306,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,41158,834518634,Elisha,Walling,F,B,x,G,Chemistry,C,8462F,5/C/2,4,x,0.536038413,-0.13360862,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,11124,297938769,Wallie,Housiaux,F,R,x,G,Chemistry,C,8462H,5/C/3,8,x,0.546105221,0.304713934,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,45013,377244038,Veronica,Lilford,M,Cl,x,G,Chemistry,C,8462H,5/C/2,7,,0.5464630533333347,0.17857097121636603,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,37472,190139694,Celine,Bolens,M,SHD,x,I,Chemistry (HL),Ch,,7/Ch/A,6,,0.5486755,1.075477,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,14415,613408618,Lissi,Raoult,F,Hm,x,G,Chemistry,C,8462H,5/C/2,7,,0.5490575800000007,0.18102138813745644,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,45014,150212192,Olive,Mac Giany,F,B,x,G,Chemistry,C,8462H,5/C/1,6,,0.5670640316995198,0.17054987729481758,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,24643,184615450,Brook,Conniam,F,Hm,x,G,Chemistry,C,x,Sc.3,8,x,0.567495956,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,34344,762434686,Monroe,Huddles,F,G,x,G,Chemistry,C,x,Sc.1,9,x,0.568254239,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,28198,212716013,Alexander,Collens,F,Hm,x,G,Chemistry,C,8462H,5/C/1,9,x,0.572603604,0.485567232,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,19426,717338586,Andrei,Vinker,F,RH,x,I,Chemistry (HL),Ch,x,C.Ah,6,x,0.5750044,0.7453081,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,43640,751428377,Austin,Corpes,M,Cl,x,G,Chemistry,C,8462H,5/C/1,7,x,0.575044807,0.173293332,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,26887,255094585,Rob,Howlin,M,Cl,x,G,Chemistry,C,8462H,5/C/2,8,x,0.578848373,0.286658876,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2009,29325,139281385,Guillaume,Gookes,M,SHD,x,A,Chemistry,C,H432A,7/C/C,B,x,0.5817866,-0.2040317,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,33141,537380511,Ian,Boog,M,W,x,G,Chemistry,C,8462H,5/C/3,8,x,0.587799936,0.511268006,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,37472,190139694,Celine,Bolens,M,Cl,x,G,Chemistry,C,8462H,C_TA/3,8,x,0.598074345,0.169237523,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,37303,219525332,Valentine,Lackington,F,G,x,G,Chemistry,C,8462H,5/C/2,9,x,0.613791027,0.485677661,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,13188,336596111,Anthiathia,Margiotta,F,G,x,G,Chemistry,C,8462H,5/C/1,9,x,0.620636484,0.578571814,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,42083,679311236,Smitty,Vlasyev,F,RH,x,A,Chemistry,C,x,C.C,A,x,0.6283405,1.033762,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2010,43869,933288460,Idell,Sholl,M,SHD,x,A,Chemistry,C,H432A,C/A,A*,x,0.6358024,0.9249849,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,17847,756131145,Shena,McGiff,M,SH,x,A,Chemistry,C,x,C.A,A,x,0.6388215,0.2550311,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,43772,301478739,Minnnie,Newvill,F,B,x,G,Chemistry,C,8462H,C_TA/2,8,x,0.639504643,0.300453076,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,41812,451021814,Kipper,Geeraert,F,B,x,G,Chemistry,C,8462H,C_TA/2,9,x,0.642474623,0.570225425,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,18933,628954071,Chery,Beagan,M,H,x,G,Chemistry,C,8462H,C_TA/3,7,x,0.647975676,0.098385214,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,15338,448218950,Dora,Skerman,M,Cl,x,G,Chemistry,C,8462H,5/C/2,9,x,0.649780947,0.520350058,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,42093,327154342,Mariam,Desborough,F,B,x,G,Chemistry,C,x,Sc.1,8,x,0.650904186,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,18127,973076925,Deerdre,Bourdice,F,Hm,x,G,Chemistry,C,8462H,5/C/1,9,,0.6611861014917412,0.6012298609151637,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,36344,978169731,Bobine,Christmas,F,St,x,G,Chemistry,C,8462H,5/C/3,9,,0.6675370199999998,0.5942455727555327,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,24549,551094336,Augustus,Ruffler,M,Cl,x,G,Chemistry,C,8462H,5/C/3,8,x,0.671160091,0.611641763,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,30639,761535821,Lucine,Minifie,M,SHB,x,A,Chemistry,C,H432A,7/C/D,A*,,0.6734012,0.7037264,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,30191,572935177,Ferdy,Chesnay,M,SH,x,A,Chemistry,C,x,C.A,A,x,0.6735342,0.7205457,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,43979,245782207,Julienne,McMakin,F,Hm,x,G,Chemistry,C,x,Sc.2,9,x,0.675692905,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2005,20848,399302325,Rosco,Danhel,F,RH,x,A,Chemistry,C,H432A,x,A,x,0.6759665,0.5247337,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,40420,496108993,Janka,Overstreet,F,R,x,G,Chemistry,C,8462H,5/C/3,7,,0.6793938132658492,0.35043493525235625,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,20886,160208019,Leroi,Grouvel,M,Bw,x,G,Chemistry,C,8462H,5/C/3,7,,0.687057027,0.31177011794848813,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,13389,414752402,Chelsea,Voyce,F,Hm,x,G,Chemistry,C,8462H,5/C/1,6,,0.6898901333333333,0.24537959760172004,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,20028,552854243,Penrod,Butler-Bowdon,F,G,x,G,Chemistry,C,8462H,5/C/3,8,x,0.693522991,0.638716674,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,28525,915905009,Viviyan,Donisi,M,Cl,x,G,Chemistry,C,8462H,C_TA/3,8,x,0.699156477,0.251034299,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,28795,197627848,Eddy,Yemm,F,RHD,x,I,Chemistry (HL),Ch,x,D,6,x,0.7010663,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,40939,417056719,Harriette,Foulis,F,Hm,x,G,Chemistry,C,8462H,5/C/2,7,,0.7033724733333339,0.32731790636437547,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2004,49607,303235372,Alyson,Karle,M,x,x,A,Chemistry,C,x,x,A*,x,0.7034974,0.1561516,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2007,17639,797839522,Pia,Brimman,M,C,x,G,Chemistry,C,x,Sc.1,9,x,0.704818659,NULL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,47586,942723303,Sadella,Goodding,M,Bw,x,G,Chemistry,C,8462H,5/C/4,7,,0.7056802733333333,0.32951796486868973,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,23287,803129228,Arvy,Barringer,F,Hm,x,G,Chemistry,C,8462H,C_TA/1,7,x,0.709611123,0.159128848,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,17639,797839522,Pia,Brimman,M,SHD,x,A,Chemistry,C,H432A,7/C/A,A,x,0.7131016,0.3326168,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,28795,197627848,Eddy,Yemm,F,Hm,x,G,Chemistry,C,8462H,5/C/1,8,x,0.716348597,0.5465938,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,30046,259036966,Amandie,Bottleson,M,Bw,x,G,Chemistry,C,8462H,5/C/1,9,x,0.721963766,0.530789195,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2010,28878,875045710,Tim,Hyde-Chambers,M,SHD,x,A,Chemistry,C,H432A,C/A,A*,x,0.7234119,1.103145,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,36378,481170775,Luther,Curds,M,SH,x,A,Chemistry,C,x,C.C,A*,x,0.7270824,1.452595,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,28878,875045710,Tim,Hyde-Chambers,M,Bw,x,G,Chemistry,C,8462H,5/C/2,9,x,0.73563903,0.637493271,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2009,26309,584497689,Bettina,Baugh,M,SHD,x,A,Chemistry,C,H432A,7/C/C,B,x,0.741106,0.2327474,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,25445,253518989,Yolande,Roden,F,G,x,G,Chemistry,C,8462H,C_TA/2,9,x,0.746050124,0.529611735,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2006,24481,118286666,Reinhard,Menichino,M,SH,x,A,Chemistry,C,H432A,C.A,A*,x,0.7505224,1.096968,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,43979,245782207,Julienne,McMakin,F,RHD,x,I,Chemistry (HL),Ch,x,7/Ch/A,7,x,0.7534907,0.7725099,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2010,42713,212863725,Crystie,Stoodley,F,RHB,x,I,Chemistry (SL),Cs,x,A,7,x,0.7664625,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2012,17208,874104850,Marita,Jarnell,F,Hm,x,G,Chemistry,C,8462H,5/C/4,8,,0.76665434,0.48416911433469445,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,19322,540702485,Free,Huggon,F,B,x,G,Chemistry,C,8462H,5/C/2,5,,0.7698127996803408,0.30784793015658585,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,15339,934349973,Dominik,Horbath,F,Hm,x,G,Chemistry,C,8462H,5/C/3,7,x,0.78088658,0.362947068,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,31851,168099999,Meyer,Harower,F,B,x,G,Chemistry,C,8462H,5/C/10,6,x,0.783042188,0.301925873,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
